# Logfile created on 2026-03-28 00:57:04 +0100 by logger.rb/v1.5.3
2026-03-28 00:57:04 +0100: Memory Usage (437444K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic/Layout_and_Related_files/HPA_to_PADS.gds
2026-03-28 00:57:04 +0100: Memory Usage (437444K) : Ruby Version for klayout: 3.2.3
2026-03-28 00:57:04 +0100: Memory Usage (440372K) : Loading database to memory is complete.
2026-03-28 00:57:04 +0100: Memory Usage (440372K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic/Layout_and_Related_files/drc_run_HPA/HPA_to_PADS_HPA_topmetal2.lyrdb
2026-03-28 00:57:04 +0100: Memory Usage (440372K) : Evaluate switches.
2026-03-28 00:57:04 +0100: Memory Usage (440372K) : tables selected: topmetal2
2026-03-28 00:57:04 +0100: Memory Usage (440372K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-28 00:57:04 +0100: Memory Usage (440372K) : flat mode is enabled.
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : nometfiller_drw has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : prboundary_drw has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange0_drw has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange0_pin has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange0_text has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange1_drw has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange1_pin has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange1_text has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange2_drw has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange2_pin has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange2_text has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange3_drw has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange3_pin has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange3_text has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange4_drw has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange4_pin has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : exchange4_text has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : isonwell_drw has 0 polygons
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Total no. of polygons in the design is 76200
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Loaded TECH DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Loaded default DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/tech/drc/rule_decks/sg13g2_tech_default.json
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : The following rules values were missing in tech json and default values were used:
2026-03-28 00:57:06 +0100: Memory Usage (458064K) :   - Cnt_c_digibnd
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Total area of the design is 228274.99654999998 um^2.
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : The design dimensions are 241.69000000000005 µm * 944.4949999999999 µm.
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Starting general IHP-SG13G2 derivations.
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Starting Pwell derivations
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Starting IHP-SG13G2 DRC rules.
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Starting 5.25. TopMetal2 table
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Executing rule TM2.a
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Executing rule TM2.b
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : Executing rule TM2.bR
2026-03-28 00:57:06 +0100: Memory Usage (458064K) : KLayout DRC run for tables 'topmetal2' completed in 1.91 seconds
